date,year,month,day,day_of_week,week_of_year,season,workout_type,minutes,minutes_raw,miles,pace_min_per_mile,comments,extras,is_race,race_name,race_distance,race_time,source_file
2003-12-21,2003,12,21,Sunday,51,winter,long run,94.22,1:34:13,12.0,7.8517,1 min pickups,,0,,,,winter03log.html
2003-12-22,2003,12,22,Monday,52,winter,run,49.12,49:07,6.0,8.1867,,lunges,0,,,,winter03log.html
2003-12-23,2003,12,23,Tuesday,52,winter,run,38.87,38:52,4.3,9.0395,"mammoth: snowing, altitude","spb, ~2.5 hrs xc skiing earlier in the day",0,,,,winter03log.html
2003-12-24,2003,12,24,Wednesday,52,winter,off,,,,,,,0,,,,winter03log.html
2003-12-25,2003,12,25,Thursday,52,winter,run,54.03,54:02,6.4,8.4422,wasn't supposed to be a hill workout but oh man... well I am in the mountains. wow that was a tough run (but good!),a really good day snowboarding!!,0,,,,winter03log.html
2003-12-26,2003,12,26,Friday,52,winter,run,62.63,62:38,7.5,8.3507,home again,,0,,,,winter03log.html
2003-12-27,2003,12,27,Saturday,52,winter,intervals,45.15,45:09 wu/cd,9.0,5.0167,"5x1000 at 'date pace' w/3 min recovery (on the new track) 3:57, 4:05, 4:00, 3:58, 3:56",,0,,,,winter03log.html
2003-12-28,2003,12,28,Sunday,52,winter,run,52.45,52:27,6.2,8.4597,,"spb, lunges, step-ups, calf raises, bench dips",0,,,,winter03log.html
2003-12-29,2003,12,29,Monday,1,winter,long run,103.33,1:43:20,12.25,8.4351,1 min pickups every 10 min,,0,,,,winter03log.html
2003-12-30,2003,12,30,Wednesday,1,winter,intervals,42.67,42:40 wu/cd,9.0,4.7411,"modified one of HBH's workouts so I could do it on our new track: 800-1000-1200-1000-800 w/3 min recovery; 3:17, 4:02, 4:53, 4:03, 3:12, legs felt a little heavy, it's the ""I can't get to the speed"" feeling ...and I had lunch w/Claire today :-D (and Brett, who rocks)",sp,0,,,,winter03log.html
2003-12-30,2003,12,30,Tuesday,1,winter,run,51.27,51:16,6.0,8.545,,,0,,,,winter03log.html
2004-01-01,2004,1,1,Thursday,1,winter,recovery run,49.63,49:38,6.6,7.5197,"yuck, felt incredibly sluggish...but I guess we were hauling. 7:25 pace","pushups, back, jenna's abs, lunges",0,,,,winter03log.html
2004-01-02,2004,1,2,Friday,1,winter,hills,55.52,55:31,6.5,8.5415,up Broken Hills,,0,,,,winter03log.html
2004-01-04,2004,1,4,Sunday,1,winter,long run,106.18,1:46:11,12.6,8.427,"1 min pickups, sci museum-->arsenal bridge","spb, lunges",0,,,,winter03log.html
2004-01-05,2004,1,5,Monday,2,winter,run,57.13,57:08,7.4,7.7203,,"medball, spb, strides",0,,,,winter03log.html
2004-01-06,2004,1,6,Tuesday,2,winter,,41.35,41:21,,,drills,"spb, lunges",0,,,,winter03log.html
2004-01-07,2004,1,7,Wednesday,2,winter,,43.0,43,,,drills,"spb, medball",0,,,,winter03log.html
2004-01-08,2004,1,8,Thursday,2,winter,,43.53,43:32,,,drills,"spb, lunges",0,,,,winter03log.html
2004-01-09,2004,1,9,Friday,2,winter,pre-meet,,,2.0,,"20 min continuous wu, baton passing","medball, spb",0,,,,winter03log.html
2004-01-10,2004,1,10,Saturday,2,winter,,,,6.0,,"1500 was solid, didn't make any moves really but didn't drag either. a bit wimpy/overconservative on the start, should have maintained contact splits: 84 (41/43), 85, 88, 64 800 - made up for my prior wimpyness, pleased w/the effort level splits: 37, 40, 42, 41",44:40 wu/cd,1,"Alumnae Meet, MIT",1500,5:20,winter03log.html
2004-01-10,2004,1,10,Saturday,2,winter,,,,6.0,,"1500 was solid, didn't make any moves really but didn't drag either. a bit wimpy/overconservative on the start, should have maintained contact splits: 84 (41/43), 85, 88, 64 800 - made up for my prior wimpyness, pleased w/the effort level splits: 37, 40, 42, 41",44:40 wu/cd,1,"Alumnae Meet, MIT",800,2:40,winter03log.html
2004-01-11,2004,1,11,Sunday,2,winter,long run,100.75,1:40:45,12.0,8.3958,legs were NOT moving at all,"spb, lunges",0,,,,winter03log.html
2004-01-12,2004,1,12,Wednesday,3,winter,,44.32,44:19,,,drills... I'm so over waking up early...,"sp, ice bath",0,,,,winter03log.html
2004-01-12,2004,1,12,Monday,3,winter,intervals,43.47,43:28,,,drills,"spb, lunges, icebath",0,,,,winter03log.html
2004-01-13,2004,1,13,Tuesday,3,winter,off,,,,,,,0,,,,winter03log.html
2004-01-14,2004,1,14,Thursday,3,winter,run,60.33,60:20,7.0,8.6186,"ha! fuck you, arctic air! (sorry 'bout the language, Mom). 1°, out -17° windchill--No problem when properly dressed. Just for perspective though... CNN.com and just for irony... it's California's fault","spb, lunges, strides",0,,,,winter03log.html
2004-01-15,2004,1,15,Friday,3,winter,pre-meet,38.33,38:20,4.5,8.5178,"wasn't in the mood to hit the pool. -5°, windchill -27°; again, proper dress was clutch, although I did lick my lower lip at one point and feel ice on my chin, other than that, I still worked up a sweat","3 strides, baton practice, spb, ice bath",0,,,,winter03log.html
2004-01-17,2004,1,17,Saturday,3,winter,,,,6.5,,"ok, times were not bad for either of those races, but for the effort level I put in today, I should have been several seconds faster on each. Maybe I just did too much this week, but today seriously abused me. Fell asleep between races, legs were heavy and I was hurting. Probably haven't been sleeping enough this week; I'm going to nix the AM workouts. Other than the physical discomfort though, I think I'm pretty much where I need to be in order to do well this season. Splits: 1600--42, 39, 44, 44, 41, 44, 43, 42 -- not bad 1000--39, 41, 40, 41, 42 -- good, just gotta do that for a few more laps",43:49 wu/cd,1,"Brandeis Invitational, Brandeis",1600 leg DMR,5:39,winter03log.html
2004-01-17,2004,1,17,Saturday,3,winter,,,,6.5,,"ok, times were not bad for either of those races, but for the effort level I put in today, I should have been several seconds faster on each. Maybe I just did too much this week, but today seriously abused me. Fell asleep between races, legs were heavy and I was hurting. Probably haven't been sleeping enough this week; I'm going to nix the AM workouts. Other than the physical discomfort though, I think I'm pretty much where I need to be in order to do well this season. Splits: 1600--42, 39, 44, 44, 41, 44, 43, 42 -- not bad 1000--39, 41, 40, 41, 42 -- good, just gotta do that for a few more laps",43:49 wu/cd,1,"Brandeis Invitational, Brandeis",1000,3:25.15,winter03log.html
2004-01-18,2004,1,18,Sunday,3,winter,off,,,,,much needed,,0,,,,winter03log.html
2004-01-19,2004,1,19,Monday,4,winter,long run,91.1,91:06,10.5,8.6762,"1 min pickups, footing was horrible and icy for most of the run, that and the wind hurt my stride/pace a bit. oh man, last night... wait until I get pictures...","spb, lunges",0,,,,winter03log.html
2004-01-20,2004,1,20,Tuesday,4,winter,tempo,67.63,67:38,8.0,8.4537,"includes 15 min tempo ~6:45 pace, on the indoor track :-(... the track hurt my shins a bit","spb, lunges, medball",0,,,,winter03log.html
2004-01-21,2004,1,21,Wednesday,4,winter,intervals,30.02,30:01 wu/cd,7.0,4.2886,"slow 800 wu (3:22), then 600-800-1000-800-600, 400 rest, 600 rest after the 1000. nearly right on: 2:15, 2:59, 3:43, 2:57, 2:11. didn't feel too hard but didn't feel like i could go much faster, either","sp, ice bath",0,,,,winter03log.html
2004-01-23,2004,1,23,Friday,4,winter,pre-meet,21.23,21:14,2.75,7.72,,"sp, 4x70 m stride/starts",0,,,,winter03log.html
2004-01-24,2004,1,24,Saturday,4,winter,,,,8.25,,"oh man! first race in a while that felt good... which means this recap is going to be detailed ;-) It was a screwy-length track (180 yds, I believe) so I decided to take advantage of that and screw the splits and run for place; I figure I'm getting too obsessed with my times anyway. I was on the outside (of the 4 lane track), but got off to a good start, cleared the crowd and settled into 5th by lap 2, behind two Williams girls and two RPI girls. Somewhere in the first five laps one of the RPI girls dropped, one of the Williams girls moved up, and I tucked in right behind the other two, who sort of traded off the lead, sometimes going shoulder to shoulder. I was trying to count my laps; there were 16 2/3 and I had planned to try to pick it up when I had 8 to go. At that point though, I was dropping back from the two a few meters and decided that I would just try to stick with them. One or two laps later I lost count and couldn't understand the official so I just stayed with the tucking-in plan. HBH kept telling me to draft, which sounded all right with me, so I just hung out there. At some point HBH told me that if I was going to go, I had to do it then, and since I didn't really know how many laps I had left (it was 3 or 4), I figured, what the heck. So I started moving, and even though it was the beginning of a turn, I got around both girls pretty easily and didn't feel either of them come with me. In hindsight, I must have had 2.5 laps left, because when I went across the line the next time ahead of the two girls, I wasn't sure if I had one or two laps left. I thought the guy may have said 1 to me, so I started to go even harder (athough we had already picked it up), then I was thinking maybe I had another after this, so I stopped accelerating (but didn't slow down) and really just slammed it when I finally did have one to go. So basically, it was good. I responded to conditions instead of trying to control the whole thing, and I kicked earlier than I probably would have otherwise, but just like at the UMass Dartmouth race in XC, it worked out for the better, because I held off both girls for 2nd place and a PR.",55:02 wu/cd (15 min wu),1,"vs Williams, RPI, Westfield, @ Williams",3000m,11:16.93,winter03log.html
2004-01-25,2004,1,25,Sunday,4,winter,long run,100.42,1:40:25,11.5,8.7322,"a very long, cold run. sorely underdressed",,0,,,,winter03log.html
2004-01-26,2004,1,26,Monday,5,winter,intervals,46.5,46:30 wu/cd,8.0,5.8125,"1200 (400 walk recovery), 4x400 (200 jog recovery), 4x200 (400 walk recovery). Targets- 4:24, 83, 37. 4:29 (only the first lap was slow); 81, 82, 82, 81; 35, 36, 36, 36 Legs were a little dead going into it, from the past two days, but I didn't feel it while I was running. Tried to keep my emotions from controlling the workout and making me go too fast... managed to keep it within reason","sp, lunges, ice bath (a cold one!)",0,,,,winter03log.html
2004-01-27,2004,1,27,Tuesday,5,winter,off,,,,,a bit sore,,0,,,,winter03log.html
2004-01-28,2004,1,28,Wednesday,5,winter,intervals,45.78,45:47 wu/cd,7.0,6.54,"6x300 w/200 walk, followed by a 1200 after full recovery Right on: 58, 57, 57, 56, 57, 56, 4:31 Legs were still feeling all junky beforehand. Doing the 3's my chest and arms and everything were burning with lactic acid. Quite a painful experience overall, I would say, but I got it done.","1 set sp, ice bath",0,,,,winter03log.html
2004-01-29,2004,1,29,Thursday,5,winter,run,64.45,64:27,8.0,8.0563,"Jamaica Pond w/Julia, Martha. Layer of packed powder on the ground most of the way but going with those two kept the pace honest","medball, ""pose"", sp",0,,,,winter03log.html
2004-01-30,2004,1,30,Friday,5,winter,pre-meet,25.57,25:34,3.0,8.5233,ran in the AM to make it to Jamie's play at night,,0,,,,winter03log.html
2004-01-31,2004,1,31,Saturday,5,winter,,,,6.5,,"the mile I could live with, the 8... just despicable. I fully gave up on the last lap of that one. felt tired running both events, and when I tried to dig more out of me I found nothing there. hopefully a taper will fix that. Did manage to put in one move in the mile and gain like 4 seconds on a girl in the last 400, so that was good.",43:04 wu/cd,1,"TechTrack Classic, @ MIT",mile,5:41.51,winter03log.html
2004-01-31,2004,1,31,Saturday,5,winter,,,,6.5,,"the mile I could live with, the 8... just despicable. I fully gave up on the last lap of that one. felt tired running both events, and when I tried to dig more out of me I found nothing there. hopefully a taper will fix that. Did manage to put in one move in the mile and gain like 4 seconds on a girl in the last 400, so that was good.",43:04 wu/cd,1,"TechTrack Classic, @ MIT",800,2:47.77,winter03log.html
2004-02-01,2004,2,1,Sunday,5,winter,long run,82.92,1:22:55,10.0,8.292,"Nancy took me to Fresh Pond, never been there before. Felt like crap starting out, didn't really want to be running, but by the time we were heading back it at least felt not hideous. Really gonna take down the miles this week and be fresh on Saturday",,0,,,,winter03log.html
2004-02-02,2004,2,2,Monday,6,winter,run,33.75,33:45,4.0,8.4375,starting to feel like i have legs again,"spb, lunges, ""pose"" (incl 4x70 strides)",0,,,,winter03log.html
2004-02-03,2004,2,3,Tuesday,6,winter,intervals,,(25) wu/cd,7.0,,"4x800 w/400 recovery: 3:00, 3:02, 3:02, 2:59 (target 3:04-06) full recovery, then 4x200: 36, 36, 36, 37 (target 39), with a surge on the back 50m. Didn't feel too brutal today, only did a 10 min cd. Beth suggested that my tiredness might be anemia, which is something I have considered. I think picking up some iron pills wouldn't hurt (although it's a bit late in the season to help), but I'll talk to HBH too","sp, ice bath",0,,,,winter03log.html
2004-02-04,2004,2,4,Wednesday,6,winter,run,38.15,38:09,4.5,8.4778,windy on the esplanade. legs still not fresh so I didn't push the mileage. got iron supplements today,"spb, ""pose"" (incl 4x70 strides)",0,,,,winter03log.html
2004-02-05,2004,2,5,Thursday,6,winter,light intervals,30.18,30:11 wu/cd,5.0,6.036,"4 laps in and outs, 1x1600 (6:05, target 6:15), 4 more laps in and outs Just to get pace for the 5k I guess. Legs felt heavy sitting around, warming up, but the 1600 was not too demanding. Think I can pull off two more of those Saturday. I hope. I need shot of confidence. Getting really down that I still feel so heavy.",spb,0,,,,winter03log.html
2004-02-06,2004,2,6,Friday,6,winter,pool,,(30),,,"pre-meet, got a blood test today",,0,,,,winter03log.html
2004-02-07,2004,2,7,Saturday,6,winter,,,,6.25,,"oh man, I did it. The goal was 19:29 for the qualifying mark and the rookie record, but I was SO scared I wouldn't be able to do it. I knew I was capable physically, but I just didn't know if it would happen. But it did, and man, I'm so relieved. Ok, so, the recap (once again, good race=long summary)... So I woke up this morning and was suddenly pumped, after a week of feeling pretty down. Deanna called last night, which was exciting, and I dunno I just suddenly felt good. Mentally, I decided to treat the race like an XC race; 6:10, 12:30 were the splits I wanted to hit. The only other thing I wanted to think about was not to forget that indoor tracks are smaller, and that even when someone is a straightaway up on you, it's really not that far. I came through 8 laps in 6:03, I believe, and then 12:20. A bit fast but it wasn't hurting so I kept at it. There was a little pack right behind me; I didn't know how many people but from the cheering I heard Jen, Nancy, and someone from another school. In the last mile the mystery third girl kept clipping me in the heel, not on purpose, obviously, but I figured that she was just sitting on my ass and wasn't going to pass me. It was annoying, but I can't blame her because I would have done the same had I been able. But I couldn't slow down to force her to pass, since I was going for a time. With 800 to go (counted my laps in 8's this time so I wouldn't mess up) the girl passed me and I was starting to feel pretty beat. I was slowing, hoping that I had given myself enough cushion to still qualify, when Jen came up on me with 2.5 laps to go. Man, am I glad she was there. Suddenly I remembered that I was racing, and picked it up a bit, and when I crossed the line I realized ""dude! 2 laps is only 400 m, and in high school I always had something left for the last lap..."" and just gunned it. With 150 to go I saw the Brandeis girl ahead of me (the clipper) and remembered my ""only other"" thought, and just started chasing. As I hit the turn I was accelerating pretty hard and I sort of knew I had her, then coming off the turn I went by and finished in front, 6th place. So stoked... And what made it even better were all of the other stellar races of the day... · Jen ""my goal was to break 20 but, oh look! I broke 19:30 and qualified for NE D3's instead"" Gaugler · Martha ""well I'm always a stud and plus it's my birthday"" Buckley (with the win and the NCAA provisional qualfier) · Nancy ""sub 20, mad PR, even though I almost didn't race"" Benedetti · Betsy ""ha! I got you"" Eames",30:31 wu/cd,1,"Greater Boston Invite, @ Harvard",5000m,19:19.21,winter03log.html
